"cue","feature"
"sing","when you are happy you sing a happy song"
"sing","songs make you sing"
"sing","choirs and soloists do this as well"
"sing","bird"
"sing","person"
"sing","bird"
"sing","choir"
"sing","music"
"sing","notes"
"sing","bars"
"sing","beautifully"
"sing","loud"
"sing","entertaining"
"sing","high"
"sing","low"
"sing","pitch"
"sing","vocal"
"sing","soft"
"sing","beautiful voice"
"sing","words"
"sing","rhythm of words"
"sing","young woman singing"
"sing","the sound of mother the rain forest singing nature"
"sing","birds producing sounds"
"sing","beautiful poetry of"
"sing","audible"
"sing","practice"
"sing","talent"
"sing","profitable"
"sing","celebrity"
"sing","soothing"
"sing","artist"
"sing","fun"
"sing","difficult"
"sing","music"
"sing","done at church"
"sing","in the car"
"sing","in the shower"
"sing","art"
"sing","voice"
"sing","talent"
"sing","shower"
"sing","throat"
"sing","noisy"
"sing","an action"
"sing","shower"
"sing","artist"
"sing","singer"
"sing","vocalist vocals"
"sing","a verb"
"sing","something you do in the"
"sing","an act using your voice birds can sing can express emotion"
"sing","an act that uses the vocal cords done by humans glorified talking to music difficult to do well"
"sing","American idol pleasant music artist money"
"sing","alto"
"sing","tenor"
"sing","choir"
"sing","loud"
"sing","quiet"
"sing","opera"
"sing","Broadway"
"sing","alto"
"sing","soprano"
"sing","pitch"
"sing","recording artist"
"sing","my dad"
"sing","loud"
"sing","soft"
"sing","action voice different pitches different sounds good bad"
"sing","a voice"
"sing","songs"
"sing","bands"
"sing","orchestras"
"sing","choirs"
"sing","a sound"
"sing","(such as birds)"
"sing","uses notes"
"sing","is a talent"
"sing","can be made good or bad"
"sing","with music"
"sing","lapel by a voice from humans or animals"
"sing","a sound pretty music from mammals produces vibrations"
"sing","a song"
"sing","pretty voices"
"sing","a melody"
"sing","a song"
"sing","hear"
"sing","rhythm"
"sing","tune"
"sing","pitch"
"sing","a song"
"sing","choir"
"sing","gospel"
"sing","a song"
"sing","alto"
"sing","soprano"
"sing","a song"
"sing","a singer"
"sing","the national anthem"
"sing","star spangled banner"
"sing","a song"
"sing","a melody"
"sing","voice"
"sing","harmony"
"sing","a tune"
"sing","tempo"
"sing","a song that i enjoy"
"sing","a song coming from the mouth musically by the Thomas"
"sing","to sing"
"sing","singing"
"sing","lyrics"
"sing","words"
"sing","a song"
"sing","a relative term"
"sing","but in general when someone is attempting to make the noise coming out of their mouths sound aesthetically pleasing they are trying to sing"
"sing","a person using their voice to create art can be high or low pitch or both can be one or multiple people can be an infinite amount of possible variations style may vary from culture to culture"
"sing","a passion"
"sing","instruments"
"sing","involves language and lyrics but not always"
"sing","usually a music"
"sing","message can listen or vocalize"
"sing","pitch"
"sing","notes"
"sing","keys"
"sing","a melody"
"sing","something you do if you are very happy"
"sing","a story spoken along with music"
"sing","a form individuals or groups"
"sing","calming"
"sing","way of learning"
"sing","form of worship in some of religions"
"sing","descriptive"
"sing","how birds communicate vocal communication"
"sing","can prompt mood change in"
"sing","a bird can sing"
"sing","a choir sings"
"sing","a band sings can sing"
"sing","a human can sing"
"sing","a musician"
"sing","2pac"
"slide","water"
"slide","something you go down"
"slide","water"
"slide","fun"
"slide","play area"
"slide","water"
"slide","transparent"
"slide","projection"
"slide","toy"
"slide","fun"
"slide","spiral"
"slide","to move across"
"slide","steep"
"slide","fun to play with"
"slide","for kids"
"slide","slick"
"slide","softball"
"slide","smooth"
"slide","kept outdoors"
"slide","angled"
"slide","elevated beginning"
"slide","sly"
"slide","sloped down"
"slide","slippery"
"slide","slick"
"slide","to fall"
"slide","move quickly across"
"slide","slippery"
"slide","fun"
"slide","goes down"
"slide","slip"
"slide","break"
"slide","fall"
"slide","destruction"
"slide","assistance"
"slide","elderly"
"slide","slip"
"slide","baseball"
"slide","let things get past"
"slide","on side"
"slide","on back"
"slide","slip"
"slide","slid"
"slide","slanted wedge usually made of metal or plastic"
"slide","red"
"slide","purple"
"slide","McDonald's"
"slide","children"
"slide","fun"
"slide","laughter"
"slide","push"
"slide","power point"
"slide","pool"
"slide","playground equipment"
"slide","playground"
"slide","slippery"
"slide","young children"
"slide","fun"
"slide","downward sloping"
"slide","playground"
"slide","kids"
"slide","slick"
"slide","tall"
"slide","steep"
"slide","playground"
"slide","go down"
"slide","ladder up"
"slide","child activity"
"slide","playground"
"slide","dance"
"slide","playground"
"slide","children"
"slide","fun"
"slide","games"
"slide","playground"
"slide","children"
"slide","fun"
"slide","playground"
"slide","baseball"
"slide","little kids"
"slide","water"
"slide","tunnels"
"slide","twists"
"slide","fun"
"slide","excitement"
"slide","playground"
"slide","park"
"slide","water park"
"slide","object on a playground"
"slide","natural movement"
"slide","mudslide"
"slide","winter"
"slide","snow"
"slide","hurts"
"slide","sisters"
"slide","minimal friction"
"slide","movement"
"slide","lacks friction"
"slide","is to push off on a slippery surface"
"slide","is at parks"
"slide","is smooth"
"slide","is playground equipment for children"
"slide","is played on by kids"
"slide","is at a playground"
"slide","is on a playground"
"slide","is usually tall"
"slide","is usually metal"
"slide","is made of metal or plastic"
"slide","has a smooth angular surface"
"slide","found on playgrounds"
"slide","has a ladder side"
"slide","is sat on and ridden downward"
"slide","is a verb and a noun"
"slide","into"
"slide","innocence"
"slide","laughing"
"slide","plastic"
"slide","hard"
"slide","movement"
"slide","air"
"slide","glide"
"slide","fun"
"slide","used as a kid"
"slide","fun"
"slide","slick"
"slide","for children"
"slide","long"
"slide","curvy"
"slide","fun"
"slide","plastic"
"slide","fast"
"slide","water"
"slide","park"
"slide","children"
"slide","childhood"
"slide","long"
"slide","wavy"
"slide","circular"
"slide","fun"
"slide","move"
"slide","fun"
"slide","for kids slippery"
"slide","hard to climb up"
"slide","fun"
"slide","children"
"slide","playground"
"slide","recreation"
"slide","movement"
"slide","gravity"
"slide","pull"
"slide","slippery"
"slide","fun"
"slide","at a park"
"slide","kids"
"slide","to play"
"slide","ladder"
"slide","fun"
"slide","exercise"
"slide","to the right"
"slide","slide to the left"
"slide","two hops this time"
"slide","tea tea slide"
"slide","electric slide"
"slide","slip"
"slide","projector"
"slide","ease"
"slide","down"
"slide","motion"
"slide","children"
"slide","laughing"
"slide","swings"
"slide","can be used for pools"
"slide","often at playgrounds"
"slide","landslides"
"slide","to slip"
"slide","at a playground"
"slide","diverse"
"slide","at a park"
"slide","shocks you"
"slide","silver"
"slide","summer"
"slide","at a park"
"slide","activity"
"slide","a motion that happens when something is slick"
"smile","your on candid camera ha"
"smile","you make happy"
"smile","sweet"
"smile","kind"
"smile","gentle me smile"
"smile","uncle cracker"
"smile","lips"
"smile","lipstick"
"smile","teeth"
"smile","eyes"
"smile","you do it with your mouth"
"smile","teeth"
"smile","lips"
"smile","happiness"
"smile","Woodstock"
"smile","whenever i see my girlfriend i always get a smile"
"smile","welcoming"
"smile","happy"
"smile","warmth"
"smile","could be caused by something comical ends of mouth moved upward"
"smile","can show teeth"
"smile","Walmart logo"
"smile","happiness"
"smile","sometimes fake"
"smile","Walmart face cute pretty joy"
"smile","uses the is opposite of frown mouth"
"smile","exposes the teeth"
"smile","is a positive expression"
"smile","used to show excitement"
"smile","an expression of the face"
"smile","teeth"
"smile","white"
"smile","teeth"
"smile","white"
"smile","tooth brush"
"smile","teeth"
"smile","take a picture"
"smile","beautiful"
"smile","camera"
"smile","teeth"
"smile","pretty"
"smile","happy"
"smile","excited wet"
"smile","lips"
"smile","gums"
"smile","lipstick"
"smile","snuggle tooth"
"smile","dry"
"smile","picture"
"smile","teeth"
"smile","no holidays"
"smile","vacation teeth"
"smile","happiness"
"smile","adder all"
"smile","sleep"
"smile","funny people"
"smile","joy"
"smile","Christmas"
"smile","teeth"
"smile","mouth"
"smile","picture"
"smile","teeth"
"smile","lips"
"smile","laughing"
"smile","enjoying"
"smile","cute"
"smile","bubbly"
"smile","kind"
"smile","nice"
"smile","agreeable"
"smile","pleasant white"
"smile","dentist"
"smile","boys"
"smile","mouth"
"smile","teeth"
"smile","facial expression"
"smile","happy"
"smile","teeth"
"smile","lips"
"smile","happy"
"smile","thrilled"
"smile","light"
"smile","teeth"
"smile","lips"
"smile","happy"
"smile","picture"
"smile","teeth"
"smile","lips"
"smile","happy"
"smile","joy"
"smile","teeth"
"smile","lips"
"smile","happiness"
"smile","teeth"
"smile","laughter"
"smile","teeth"
"smile","happy"
"smile","picture"
"smile","portrait"
"smile","smiley funny"
"smile","laughing"
"smile","mood"
"smile","braces"
"smile","snuggle teeth"
"smile","gap"
"smile","dry"
"smile","teeth"
"smile","happy"
"smile","lips"
"smile","teeth"
"smile","happy"
"smile","funny"
"smile","laugh"
"smile","teeth"
"smile","happy"
"smile","affection"
"smile","teeth"
"smile","happy"
"smile","teeth"
"smile","happiness"
"smile","joy"
"smile","teeth"
"smile","dentist"
"smile","happy"
"smile","laughing"
"smile","up beat"
"smile","teeth"
"smile","braces"
"smile","pearly whites"
"smile","teeth white yellow frown"
"smile","teeth face lips"
"smile","teeth"
"smile","something that teeth and show happy expression on your face"
"smile","everyone has everyone a different smile"
"smile","some people get them fixed with braces loves some people don\'t"
"smile","smiling is one of my favorite things to to do"
"smile","see"
"smile","when you show your"
"smile","smiley face"
"smile","teeth"
"smile","toothpaste"
"smile","smiley face"
"smile","happy"
"smile","fun"
"smile","smile is it usually means that person is happy or is feeling an some kind of satisfaction whether its good or bad"
"smile","a action smile is contagious and can make for a good day"
"smile","that someone does whit their mouth"
"smile","shows happiness"
"smile","teeth"
"smile","optimistic"
"smile","showing teeth"
"smile","produced by better mouth"
"smile","has teeth"
"smile","has lips"
"smile","makes people feel"
"smile","pretty"
"smile","happy"
"smile","teeth"
"smile","pretty"
"smile","pleasant"
"smile","enchanting"
"smile","happy"
"smile","shows peoples emotions"
"smile","made by people"
"smile","pleasure"
"smile","people make usually people show their teeth when they do this this with there mouth when they are happy"
"smile","occurs because show teeth or not show teeth"
"smile","occurs with the mouth"
"smile","of can be accompanied by a laugh"
"smile","a happiness emotion"
"smile","is curved upward"
"smile","can"
"smile","mouth"
"smile","love"
"smile","happy"
"smile","lips"
"smile","cheeks muscles flexed"
"smile","adrenaline coming to a point"
"smile","teeth showing"
"smile","gums showing"
"smile","lips"
"smile","laughing"
"smile","funny"
"smile","fun"
"smile","good times"
"smile","wrinkles"
"smile","teeth"
"smile","lips"
"smile","laugh"
"smile","pretty"
"smile","happiness"
"smile","laugh"
"smile","happy"
"smile","laugh"
"smile","kind gesture"
"smile","joyful"
"smile","teeth"
"smile","happy"
"smile","goofy"
"smile","pleasant"
"smile","joy"
"smile","happy"
"smile","love"
"smile","excited"
"smile","teeth"
"smile","mouth"
"smile","expression"
"smile","joy"
"smile","happy"
"smile","laughter"
"smile","good"
"smile","pleasant"
"smile","is a be a sign of nervousness"
"smile","may be flirty"
"smile","will make toothy the world a better place grin"
"smile","is the sign of happiness"
"smile","may"
"smile","innocent"
"smile","true"
"smile","sarcastic"
"smile","knowing"
"smile","timeless"
"smile","priceless"
"smile","white fake"
"smile","joyful"
"smile","toothy"
"smile","toothless"
"smile","flashy"
"smile","beautiful"
"smile","ugly"
"smile","skirmish"
"smile","happiness"
"smile","love"
"smile","endearment"
"smile","pleasing"
"smile","caring"
"smile","lips"
"smile","teeth"
"smile","crows feet"
"smile","happy"
"smile","opposite of frown"
"smile","huge"
"smile","small"
"smile","wide"
"smile","pretty"
"smile","happy"
"smile","laughter"
"smile","friendship"
"smile","satisfaction"
"smile","happy"
"smile","flirt"
"smile","good news"
"smile","laugh"
"smile","jokes"
"smile","happy"
"smile","yellow"
"smile","pretty"
"smile","happy"
"smile","tender"
"smile","sweet"
"smile","innocent"
"smile","loving"
"smile","nice"
"smile","kind"
"smile","teeth"
"smile","happy"
"smile","eager"
"smile","loving spirited"
"smile","happy"
"smile","yellow"
"smile","teeth"
"smile","face"
"smile","happy"
"smile","teeth"
"smile","to be in a state of enlightenment"
"smile","happy"
"smile","teeth"
"smile","outward sign of joy"
"smile","happy"
"smile","teeth"
"smile","laughter"
"smile","friends"
"smile","happy"
"smile","teeth"
"smile","grin"
"smile","cheese"
"smile","picture"
"smile","happy"
"smile","teeth"
"smile","funny"
"smile","happy"
"smile","teeth"
"smile","\""say cheese\"" excited"
"smile","laughter"
"smile","joy"
"smile","friends"
"smile","family"
"smile","loved ones"
"smile","pictures"
"smile","happy"
"smile","teeth"
"smile","happy"
"smile","shows teeth"
"smile","makes dimples"
"smile","shows pleasure/enjoyment"
"smile","greeting"
"smile","shows affection"
"smile","happy"
"smile","satisfaction"
"smile","humorous"
"smile","good mood"
"smile","excitement and joy"
"smile","positive surprise"
"smile","happy"
"smile","overjoyed"
"smile","beautiful"
"smile","teeth"
"smile","laugh"
"smile","sweet"
"smile","happy"
"smile","mood"
"smile","happy"
"smile","love"
"smile","college"
"smile","swimming pools"
"smile","cook outs"
"smile","flowers"
"smile","sun"
"smile","content"
"smile","family"
"smile","friends"
"smile","fun"
"smile","vacation"
"smile","summer"
"smile","holidays"
"smile","parties"
"smile","happy"
"smile","laughing"
"smile","funny"
"smile","teeth"
"smile","lips"
"smile","happy"
"smile","laughing"
"smile","fun"
"smile","excited"
"smile","happy"
"smile","laughing"
"smile","chipper"
"smile","upbeat"
"smile","funny"
"smile","happy"
"smile","joyful"
"smile","excited"
"smile","laughter"
"smile","glee"
"smile","happy"
"smile","joyful"
"smile","happy"
"smile","joy"
"smile","freedom fun"
"smile","in a good mood"
"smile","a good grade"
"smile","happy"
"smile","international expression"
"smile","good day"
"smile","fun"
"smile","friendly"
"smile","happy"
"smile","innocent"
"smile","teeth"
"smile","pretty"
"smile","happy"
"smile","heartwarming"
"smile","express delight pleasant"
"smile","extension of sides of mouth upwards to"
"smile","happy"
"smile","grin"
"smile","the mouth smirk"
"smile","show teeth"
"smile","pleased"
"smile","good feeling"
"smile","done with"
"smile","happy"
"smile","good mood"
"smile","cheerful"
"smile","feeling good"
"smile","happy"
"smile","giggly"
"smile","friendly"
"smile","warm"
"smile","caring"
"smile","kind"
"smile","happy"
"smile","funny"
"smile","a reaction"
"smile","happy"
"smile","fun"
"smile","laugh"
"smile","teeth"
"smile","nice"
"smile","happy"
"smile","friends"
"smile","models"
"smile","girls"
"smile","boys"
"smile","flowers"
"smile","love"
"smile","pink"
"smile","happy"
"smile","friendly"
"smile","happy"
"smile","facial expression"
"smile","happy"
"smile","excited"
"smile","joyful"
"smile","happy"
"smile","enjoying some thing"
"smile","showing affection for some thing"
"smile","happy"
"smile","emotions"
"smile","face"
"smile","happy"
"smile","emotions"
"smile","happy"
"smile","ecstatic"
"smile","joy"
"smile","happy"
"smile","content"
"smile","picture"
"smile","happy"
"smile","content"
"smile","fun"
"smile","good"
"smile","happy"
"smile","content"
"smile","facade"
"smile","fake"
"smile","happy"
"smile","cheerful"
"smile","bright"
"smile","pretty"
"smile","peppy"
"smile","happy"
"smile","cheeky"
"smile","grinning constantly dude"
"smile","having a good time"
"smile","happy"
"smile","can make someone else smile"
"smile","having a good day"
"smile","happy"
"smile","brightens up your day"
"smile","enjoying someone or something"
"smile","happy"
"smile","beautiful"
"smile","sunshine"
"smile","happy"
"smile","beautiful"
"smile","happy"
"smile","babies"
"smile","grin"
"smile","delight"
"smile","smirk"
"smile","braces"
"smile","portrait teeth"
"smile","pleasure"
"smile","cheeks"
"smile","lips"
"smile","glad"
"smile","joy"
"smile","laugh"
"smile","friendly"
"smile","happy"
"smile","happy pretty lively"
"smile","happy positive"
"smile","happy frown"
"smile","happy"
"smile","happiness"
"smile","signal of pleasure"
"smile","happiness"
"smile","laughing"
"smile","friends"
"smile","love"
"smile","happiness"
"smile","joy"
"smile","content"
"smile","pride"
"smile","respect"
"smile","happiness"
"smile","facial frowning expression"
"smile","mouth"
"smile","showing teeth"
"smile","uses less muscles than"
"smile","happiness"
"smile","contentment"
"smile","friend"
"smile","happiness"
"smile","can to hide pain and anguish"
"smile","relate to laughter"
"smile","sometimes used as a mask"
"smile","happiness"
"smile","happiness"
"smile","little smile kids"
"smile","braces"
"smile","crooked teeth"
"smile","dentist"
"smile","traveling"
"smile","lips"
"smile","operation"
"smile","grin"
"smile","showing picture"
"smile","submission in the world of primates of teeth"
"smile","showing pleasure or happiness in a"
"smile","greeting"
"smile","facial happiness expression"
"smile","teeth"
"smile","teeth whitener"
"smile","dimples"
"smile","beauty"
"smile","gratitude"
"smile","laugh"
"smile","gracious"
"smile","beam"
"smile","grin"
"smile","laugh"
"smile","funny"
"smile","laugh"
"smile","grades"
"smile","roller coaster"
"smile","snow cones"
"smile","boating"
"smile","ocean"
"smile","fishing"
"smile","malls"
"smile","horses"
"smile","good driving"
"smile","sweet"
"smile","amazing"
"smile","comforting"
"smile","times"
"smile","friends"
"smile","family"
"smile","beach"
"smile","pictures"
"smile","boyfriend"
"smile","good"
"smile","frown teeth picture"
"smile","frown"
"smile","facial expression"
"smile","lips shows happiness"
"smile","usually involves teeth and curling of"
"smile","facial action"
"smile","experience upward turn of the lips"
"smile","indicates a pleasant"
"smile","face"
"smile","teeth"
"smile","mouth"
"smile","face"
"smile","teeth"
"smile","happy"
"smile","face"
"smile","lips"
"smile","happy"
"smile","teeth"
"smile","face"
"smile","frown"
"smile","sad"
"smile","face cheeks dimples muscles"
"smile","excited"
"smile","happy"
"smile","a song"
"smile","facial expression"
"smile","emotion"
"smile","happy"
"smile","ecstatic"
"smile","teeth"
"smile","dentist happy sarcastic"
"smile","corners of white teeth lips move up"
"smile","friendly"
"smile","happy"
"smile","sociable"
"smile","red lips"
"smile","content"
"smile","pictures"
"smile","bright"
"smile","white"
"smile","half moon"
"smile","full of teeth"
"smile","the same shape as a"
"smile","brain Wilson"
"smile","happy"
"smile","sweet"
"smile","toothy"
"smile","cheerful"
"smile","big"
"smile","pretty"
"smile","teeth"
"smile","for pictures"
"smile","for laughing"
"smile","happy"
"smile","big"
"smile","frown"
"smile","laughter"
"smile","happy"
"smile","being happy"
"smile","the sun"
"smile","dentist"
"smile","pretty teeth"
"smile","ugly teeth"
"smile","beauty"
"smile","white teeth"
"smile","dimples"
"smile","happiness"
"smile","appealing happy flirting grin beam"
"smile","an expression of the lips"
"smile","an emotion someone expresses when happy"
"smile","displayed with the lips and eyes"
"smile","upwards truing"
"smile","an expression of someone that is happy"
"smile","an expression formed by the mouth"
"smile","shows happiness"
"smile","pleasure"
"smile","an act in happiness"
"smile","to demonstrate emotions"
"smile","to show pleasure at something"
"smile","normally teeth can be used or not attributed to humans"
"smile","pulling ones lips back"
"smile","always awl mart orientation leaders happy joyous delighted"
"smile","affection"
"smile","warming"
"smile","action"
"smile","feeling happy"
"smile","funny"
"smile","welcoming"
"smile","teeth"
"smile","a smile facial muscles to spread your lips and raise the corners is of your mouth"
"smile","it is generally a sign of pleasure"
"smile","a some people show their teeth when they smile"
"smile","others do facial not"
"smile","expression"
"smile","created by using your"
"smile","a gesture happy or laughing"
"smile","in the shape of the letter \""u\"""
"smile","on a face that shows when someone is"
"smile","a feeling of happiness"
"smile","a facial mouth"
"smile","is indicating pleasure"
"smile","joy and happiness"
"smile","expression characterized by an upward carving of the"
"smile","a facial involves the mouth and cheeks greening expression made when one is happy or excited"
"snail","very slow has a shell is slimy is boring lives on land or in the water rarely seen eaten by frogs and french people"
"snail","very slow hard shell always carrying its home slimy body salt is its killer don't do much in their life good when cooked right"
"snail","the invertebrate"
"snail","small slow animal hard shell smiley"
"snail","small smiley creature that crawls along the ground leaving a trail of yuck - sometimes made cute in children book but not that pleasant in person - for me most often seem in the flower bed"
"snail","small shell slimy has tiny eyes gray leaves a trail eats leaves"
"snail","small round shell slow leaves sticky material behind eaten in some countries"
"snail","small nasty lives in a shell black french delicacy escargot edible not appetizing slimy disgusting"
"snail","small bug slimy gray edible garlic"
"snail","slug slime yucky gray the snail"
"snail","slow the format lazy sleepy"
"snail","slow snail mail animal hard shell and soft body gross slimy leaves a trail can be killed with salt"
"snail","slow small creature crawls similar to slug round bug is outside is slimy"
"snail","slow slimy they have shells they have long antenna like eyes they can be killed with salt they like moister some countries eat them in their cuisine some are aquatic and some live on land"
"snail","slow slimy shell cute escargot gross"
"snail","slow slimy shell"
"snail","slow slimy has a shell leaves a slimy trail dies with salt a delicacy found on underside of rocks moist areas"
"snail","slow slimy has a shell does not like salt"
"snail","slow slimy delicacy in Europe they have a hard shell usually very earth-tone color"
"snail","slow shell slimy"
"snail","slow shell"
"snail","slow salt makes them melt creepy nasty liquid trail"
"snail","slow has a shell small animal"
"snail","slow has a shell can be brown is slimy has antennae"
"snail","slow has a outer shell slimy lives in wet environments is edible is a brownish color"
"snail","slow hard shell pretty colors similar to a slug kill with salt can't fly steady"
"snail","slow gross slimy has a shell has attenuate doesn't like salt"
"snail","slow gross can't live without protection of shell"
"snail","slow dies with salt slimy hidden in a shell no visible eyes has long body"
"snail","slow boring slimy undesirable"
"snail","slow animal slimy shell"
"snail","slimy slow shiny shell dirt french food shadows gray gross"
"snail","slimy slow shell Grey gray ocean"
"snail","smiley french has a shell small pest"
"snail","similar to slugs except has a shell"
"snail","known for its very slow pace and slimy exterior"
"snail","don't like salt"
"snail","eaten in France"
"snail","shell slimy gross salt"
"snail","moves slow has a hard shell once was a slug an insect ugly can be killed with salt"
"snail","mollusk has a shell slow moving used in the expression ""slow as a snail "" lazy person"
"snail","lives on the ground slow has a shell old heeds in shell when scared leaves goo"
"snail","is small has a shell leaves slime"
"snail","is small disappears with salt is slow"
"snail","is slow is small is a delicacy is slimy lives in a shell"
"snail","is slow is edible looks weird used by the Greeks to determine when to harvest crops"
"snail","is slow has a shell is slimy"
"snail","is an animal is small can be slow can be cooked is escargot in french"
"snail","is an animal has a shell is slimy usually Grey or green very small lives in gardens killed by salt"
"snail","is a slow crustacean creature related to the slug produces an slime like enzyme when it moves"
"snail","has the reputation as one of the slowest creatures"
"snail","is a bug"
"snail","its greenish yellow/ Grey"
"snail","it lives in a shell and travels very very slowly"
"snail","they are very small and font make noises"
"snail","they leave a trail of smiley goo behind them when they move"
"snail","they live outside and sometimes by water and sometimes in forests"
"snail","has shell slimy creature sliding on ground with shell attached to back shell has spiraling shape eyeballs attached to antenna very slow moving gorse"
"snail","has a shell is slimy leaves a mess has antenna can be eaten lives many places"
"snail","going slowly a small animal slimy on the bottom a character on sponge bob has eyes that pop out of their heads"
"snail","french food slimy small gross sticky"
"snail","bugs"
"snail","bug spineless ""snail mail "" slow molluscan"
"snail","animal no legs has a shell on its back can be eaten for food slimy lays eggs"
"snail","an animal is very small has a shell sometimes live in water"
"snail","an animal has a shell is slimy shrivels up when exposed to salt"
"snail","a very slow moving organism killed by salt usually has a shell that it can use as a home"
"snail","a very slow moving animal"
"snail","a small slimy gastropod that wears its curled-looking shell on its back end"
"snail","two antennae for the most part and can be killed or harmed with salt"
"snail","a small organism that is composed of a single body of mucus with no extremities but its protective exoskeleton-like shell"
"snail","a small animal like a slug has a coiled shell lives in the dirt herbivore has two eyes on the end of long extensions on their face gray the snail on sponge bob"
"snail","a slug inside a shell moves slowly leaves a trail of slime mollusk"
"snail","a slow moving slug-like animal whose body is inside a shell"
"snail","lives in nature on trees or plants and sometimes doesn't move for long periods of time"
"snail","a slow insect"
"snail","a slow animal has a hard shell slimy and grimy some people eat snails"
"snail","a cumulus smiley has a shell very small can live in the water or on land likes moisture"
"squirrel","woodland creatures"
"squirrel","to humans"
"squirrel","around domesticate settings"
"squirrel","can be domesticated into pets"
"squirrel","vermin"
"squirrel","flying squirrels"
"squirrel","pests"
"squirrel","generally destroy bird feeders"
"squirrel","rodents"
"squirrel","accustomed"
"squirrel","wild"
"squirrel","animal"
"squirrel","acorn"
"squirrel","trees"
"squirrel","the grove"
"squirrel","fluffy"
"squirrel","bushy tails"
"squirrel","tree"
"squirrel","nuts"
"squirrel","scamper"
"squirrel","hunt"
"squirrel","tail"
"squirrel","tree"
"squirrel","nuts"
"squirrel","run"
"squirrel","climb"
"squirrel","scared"
"squirrel","tree"
"squirrel","hunting"
"squirrel","fir"
"squirrel","tree"
"squirrel","cat animal"
"squirrel","wild"
"squirrel","scary chasing it"
"squirrel","nuts"
"squirrel","flying from tree to tree"
"squirrel","tree rats"
"squirrel","fluffy"
"squirrel","kiddish"
"squirrel","fast"
"squirrel","climbers"
"squirrel","tree nuts fall shoot"
"squirrel","tree nut hole nest acorn tail"
"squirrel","tree nut furry quick"
"squirrel","tree"
"squirrel","too many around campus"
"squirrel","everywhere"
"squirrel","tiny"
"squirrel","furry"
"squirrel","climbs trees"
"squirrel","eats nuts"
"squirrel","a rodent"
"squirrel","scurries"
"squirrel","snazzy"
"squirrel","brown"
"squirrel","in the grove"
"squirrel","small"
"squirrel","brown"
"squirrel","mammal"
"squirrel","eats nuts"
"squirrel","has claws"
"squirrel","is chubby"
"squirrel","vaccinated"
"squirrel","fast"
"squirrel","can climb trees"
"squirrel","lives in trees"
"squirrel","small"
"squirrel","rat"
"squirrel","animal"
"squirrel","big tail"
"squirrel","nuts"
"squirrel","small"
"squirrel","furry"
"squirrel","has bushy tail"
"squirrel","skirmish"
"squirrel","eats nuts"
"squirrel","is an animal"
"squirrel","climbs trees"
"squirrel","small"
"squirrel","brown"
"squirrel","fluffy tail"
"squirrel","eats acorns"
"squirrel","climbs up and down trees"
"squirrel","skittish"
"squirrel","is fast an animal"
"squirrel","is a mammal"
"squirrel","has a"
"squirrel","small type are white"
"squirrel","most are Grey"
"squirrel","fast"
"squirrel","climbing chipmunk animal"
"squirrel","eats acorns"
"squirrel","some are fox"
"squirrel","some"
"squirrel","small fuzzy quick moving brown mammal"
"squirrel","fluffy tail"
"squirrel","eats acorns"
"squirrel","climbs trees"
"squirrel","small animal"
"squirrel","lives in trees"
"squirrel","make a high pitch chirping noise brown or Grey fur"
"squirrel","bushy tail"
"squirrel","likes nuts"
"squirrel","small animal mammal willy wonks (movie) trees nuts"
"squirrel","size"
"squirrel","shifty"
"squirrel","likes nuts"
"squirrel","scat"
"squirrel","pang ea"
"squirrel","nuts"
"squirrel","rabies"
"squirrel","the grove"
"squirrel","scary"
"squirrel","they beady eyed"
"squirrel","movies jump out at people"
"squirrel","harry"
"squirrel","butts"
"squirrel","tree\'s"
"squirrel","climbing"
"squirrel","scary"
"squirrel","spastic"
"squirrel","tail"
"squirrel","fast"
"squirrel","acorns"
"squirrel","beady eyes"
"squirrel","four legs"
"squirrel","scavengers running"
"squirrel","jumping"
"squirrel","climbing"
"squirrel","skittish"
"squirrel","brown"
"squirrel","white tummy"
"squirrel","furry"
"squirrel","rodent"
"squirrel","tail"
"squirrel","feet"
"squirrel","gatherer"
"squirrel","acorns"
"squirrel","climber"
"squirrel","trees"
"squirrel","the grove"
"squirrel","animal"
"squirrel","rodent"
"squirrel","nuts"
"squirrel","trees"
"squirrel","power lines"
"squirrel","bushy tail"
"squirrel","rodent"
"squirrel","nuts"
"squirrel","tree"
"squirrel","jumpy"
"squirrel","scared"
"squirrel","unfriendly"
"squirrel","rodent"
"squirrel","lives the ole miss campus"
"squirrel","furry"
"squirrel","tails in trees"
"squirrel","gathers acorns for the winter"
"squirrel","populate"
"squirrel","rodent"
"squirrel","fast"
"squirrel","annoying"
"squirrel","rabid"
"squirrel","rodent"
"squirrel","carries diseases"
"squirrel","good for hunting"
"squirrel","eats acorns"
"squirrel","very plentiful"
"squirrel","rodent"
"squirrel","animal"
"squirrel","rat with fuzzy tail"
"squirrel","raccoon"
"squirrel","pest"
"squirrel","annoying"
"squirrel","invading"
"squirrel","nuts"
"squirrel","live in trees and holes"
"squirrel","chipmunks"
"squirrel","ole miss campus"
"squirrel","acorn"
"squirrel","bushy tail"
"squirrel","butts"
"squirrel","fast"
"squirrel","skinny"
"squirrel","nest"
"squirrel","nuts"
"squirrel","trees"
"squirrel","flying"
"squirrel","furry tail"
"squirrel","annoying"
"squirrel","scary"
"squirrel","nuts"
"squirrel","trees"
"squirrel","fast"
