cue,feature_response
turtle,green  slow  quiet  scared 
turtle,green  slow  hard shell 
turtle,green  shell 
turtle,green  round  hard shell  4 legs  2 eyes  lives in water or land  lays eggs  
turtle,green  has a shell  moves slowly  can live very long  sea or land 
turtle,green  has a shell  can pull its body inside the shell  lays eggs 
turtle,green  hard shell  slowly moving  
turtle,green  cute  small  shell  has tail and four feet  scared  slow 
turtle,green  cross road  animal  four legs  water  eat grass  slow moving 
turtle,green 
turtle,functional 
turtle,frog 
turtle,eggs 
turtle,edible  green  large  sea turtle or land turtle  many species 
turtle,cute  green  brown  snapping  big  sea 
turtle,creek  water  slow  scared 
turtle,"brown,slow,snapping, shell,small "
turtle,"brown, green, slow, amphebian, ugly, scary, mentally- challenged "
turtle,box  snapping  large  small  soft shell  thick shell  roll over 
turtle,"animal, slow, turtles, snapping turtles, squirtle the pokemon, reptiles, hard shell, turtle pie, ocean, big turtles, small "
turtle,"animal, slow, hard, extinct "
turtle,animal  small  lives in shell  reptile 
turtle,animal  hard shell  soup  slow  
turtle,animal  big  small  hard shell 
turtle,animal 
turtle,"an animal, a shell, is scared, slow can be a pet, big or small, has "
turtle,amphibian 
turtle,a slow person  a green reptile  shell 
turtle,"a animal, green, and move slow "
violin,"wooden, classical music, bow "
violin,"sweet, small guitar, orchestra "
violin,string 
violin,"sound, music, relaxation musician, talent, notes, treble clef, bass clef, strings, "
violin,"sot, elegant, pleasant, easy going, relax "
violin,"something that make sound, music "
violin,"soft music, strings, pretty, fancy "
violin,"musical, orchestra, chin to pouch "
violin,"musical, made used by people, can be electric of wood, has strings, bow used, makes noise, "
violin,"musical instrument. the begining of a song, scretchy noise "
violin,"musical instrument, wood, has to be tuned, take lessons, stick like thing found to play it, strings, tuned, high pitched, low pitched in orchestra, country music, opera, made of "
violin,"musical instrument, strings, bow "
violin,"musical instrument, stringed, usually made of wood "
violin,"musical instrument, stringed, carefully carved "
violin,"musical instrument, horse hair made of wood, makes music, stick made of "
violin,"musical instrument, confused with a fiddle or a viola stringed, most famous is a strativarius, may be "
violin,"musical instrument, also a fiddle made of wood, has strings, used in concerts, "
violin,musical instrument 
violin,"music, strings, bow, orchestra, classical music, string quartet, high pitches "
violin,"music, soothing, strings, orchestra, small "
violin,"music, peaceful, opera "
violin,"music, orchestra, strings "
violin,"music, noise, hands, shuolder, string, horse hair, wooden "
violin,"music, intrument, pretty, harmony "
violin,"music, horse hair, entertaining "
violin,"music, horse hair, bow, classical, "
violin,"music, geeks, pretty, soft, talent "
violin,"music, beautiful, artistic, "
violin,"music, bach, wood "
violin,music classical small guitar 
violin,music 
violin,"instrument, used guitar, held under the chin, has a long stick that to is moved across the strings of the violin to create make sounds and music beautiful sounds, looks similar to a "
violin,"instrument, sister strings, bow plays it, annnoying sound, pretty with a band, "
violin,"instrument, orchestra, sing, song, concert, music. band, beautiful, girl, complacent, school, recital, practice, music, "
violin,"instrument, orchestra, bow, horse hair, talented, girls, music, sound, songs "
violin,"instrument, musical, beautiful, soothing, small, wooden "
violin,"instrument, music, choir "
violin,"instrument, in the orchestra, strings, made by wood, notes, pitches, "
violin,"instrument, has strings, played in band "
violin,"instrument, classical "
violin,"instrument, "
violin,instrument guitar strings little 
violin,instrument classical strings pretty 
violin,instrument 
violin,expensive music sketchy 
violin,"beautiful music, small in size, string instrument, "
violin,"an instrument, music, made of wood and string, difficult, used to make music, provokes emotions gained from "
violin,"an instrument, in bands, used in symphonies, smaller than a viola, uses in a bow, talent the string family, used in orchestra, used "
violin,"a stringed and symphonies, makes a lovely sound, used in many different instrument, genres, a classical instrument played with a bow, used in orchestras "
violin,"a musical with a bow often made of horse hair, placed under instrument the chin during play extending back into the middle ages, places "
violin,a musical instrument that has strings and a bow 
vomit,when our food goes backwards 
vomit,"upset stomach, sick, drunk "
vomit,toilet 
vomit,to throw up  to puke  regergetate  to get sick  rejection of food  nasty 
vomit,"throwup, barf,, whats up with this coming up twice ?? "
vomit,throwing up food or what was put into your body 
vomit,"throw up, sick, alcohol, food poisening "
vomit,"throw up, reflex, bathroom, toilets, chunks school, stomach virus, rash, pimples, nasty smells, gag, "
vomit,"throw up, puke, gross, food "
vomit,"throw up, acidic, smelly bile, nasty, vomit kit, martin hall, drinking, alcohol, "
vomit,throw up from within the stomach 
vomit,throw up  puke  do when you are sick 
vomit,throw up  comes out of the mouth  puke  
vomit,though out 
vomit,stinks  happens when people are sick  food comes out  
vomit,smells bad. looks worse. feels disgusting. used to remove things from stomach 
vomit,smells bad  chunky  from your stomach  half digested food  
vomit,smells  green 
vomit,smells 
vomit,smell bad  bodily fluid  caused by sickness  comes from stomach 
vomit,sickness  sick  puke  throw-up  gross  smelly  contagious 
vomit,sickness 
vomit,sick. symptom of the flu. 
vomit,"sick, smell's bad, taste bad, food "
vomit,"sick, nausea, poison, food, pregnant "
vomit,"sick, hungover, stomach problems "
vomit,"sick, food poinsoning, stomache acid, toilet "
vomit,sick  poisoned 
vomit,sick  oatmeal chunks  stinky  drink too much  around toilet 
vomit,sick  drunk 
vomit,sick  disgusting 
vomit,sick 
vomit,scared  yuck  sick 
vomit,"regurgitate, throw dehydrated up, stomach, sick, spit, hurl, nasty, smelly, doctor, "
vomit,purging 
vomit,puke. already eaten food expelled. 
vomit,"puke, throw up, sick, worms, gross "
vomit,"puke, throw up, sick, drunk, painful, smells, chunky "
vomit,"puke, throw up, sick "
vomit,"puke, sick, stomachache, violent, gross "
vomit,"puke, nasty, drunk, sick "
vomit,"puke, gross, nasty, food, sick, "
vomit,"puke, gag, alcohol, hangover "
vomit,"puke, disgusting, food, water "
vomit,puke  throwup  disgusting  green and yellow 
vomit,puke  throw up  smells  disgusting  different colors  different textures 
vomit,puke  sick  gross  food 
vomit,puke  regurgitated food 
vomit,puke  ralph  toilet 
vomit,puke  nasty  gross 
vomit,puke  gross  when sick 
vomit,puke  gross 
vomit,puke  defense  everything comes back up 
vomit,puke 
vomit,pink 
vomit,physical 
vomit,pain unpleasant sick 
vomit,not edible  food particles 
vomit,"nasty, sickness, self-induced, saliva, stomach, gastrointestinal, intoxicated "
vomit,"nasty, puke, running, stanky, food, acohol "
vomit,"nasty, puke, liquor, food poison "
vomit,"nasty, puke, eating disorder "
vomit,"nasty, gross, sick, virus "
vomit,"nasty, fluid, mouth, "
vomit,mouth throw up food sick ew 
vomit,made of partially digested food 
vomit,is sickness 
vomit,is puke  is chunks  is smelly  is gross  is distance 
vomit,is disgusting  is yellowish-green 
vomit,gross  throw up  being ill  smelly  stomach problems 
vomit,gross  smelly  dis colored  
vomit,gross  sick  thermometer  temperature  hot  bowl  medicine  hospital 
vomit,gross  sick  hung over  flu 
vomit,gross  sick 
vomit,gross  puke  sickness 
vomit,gross  digested food  smells horrible  looks gross. 
vomit,gross  cleaning it up  drunkin parties 
vomit,gross 
vomit,"green, brown, mushy, pungent, bars, alcohol, gross "
vomit,"get sick, puke, throw up, gag, gross, "
vomit,from sickness or alcohol  chunky  runny  in toilet 
vomit,food coming out of the mouth 
vomit,expelling bodily fluids  too much too drink  sick  pregnacy  
vomit,drunkeness  beer  sick  throw up  food  stinks  
vomit,"drunk, "
vomit,disgusting  unsttractive  happens after you have had to much to eat or drink 
vomit,comes from the stomach through mouth  sickness  spending time in bathroom 
vomit,combination of food  drink  and bile which is expelled from the mouth of an organism 
vomit,"chunks of food,body vile "
vomit,chewed food 
vomit,cause by sickness  can be caused by alcohol  
vomit,another word for puking. you vomit when you are sick or your body is rejecting something. 
vomit,acid that is convulsed out of the stomach  way the stomach rejects something 
vomit,"a noun liquids, multi colored, contains stomach acid, mucus, caused due to to olfactory stimuli, caused by visual stimuli, produced by muscle contractions decribe the remnants of regurgated food or "
vomit,a lot like puke 
wagon,wood wheel roof seats 
wagon,wood  wild wild west  oregan trail 
wagon,wild west 
wagon,wheels  to ride in  children's toy 
wagon,"wheel, coach, horses, red, toy, tow, hitch, settlers, oregon trail "
wagon,wheel  red  flyer 
wagon,wheel  prairie  red wagon 
wagon,wheel  cowboy  country 
wagon,wheel  carrage 
wagon,volkswagon 
wagon,vehicle 
wagon,used to carry things  four wheels 
wagon,used to carry stuff  usually red  
wagon,used on the prarie  little kids pulled in a wagon 
wagon,used for transportation  is red  has a cover  used by children  pulled by horses 
wagon,used for transport 
wagon,used for transpertion  four wheels  can sit in 
wagon,transpotation 
wagon,"transportation, type made of wood or metal, carries items, place for the of dog. car, type of vehicle used years ago, "
wagon,train small carry 
wagon,trailor 
wagon,trailer  red  push  loading device 
wagon,tractor  oregon trail 
wagon,three wheels  little kids  wheelbarrow 
wagon,thing with wheels 
wagon,station  red 
wagon,something to be pulled  used to transport things 
wagon,roll  children  haul  wheels  carry 
wagon,red. metal. holds things. 4 wheels. 
wagon,"red, wheels, slow, covered, tan covering, horses "
wagon,red with wheels  children playing 
wagon,red wagon  wood  long handle 
wagon,red waggon  childhood  farmers use wagons  horses pull wagons 
wagon,red  wheels  kids  carrier 
wagon,red  toy  has wheels  used to carry things 
wagon,red  pull  kids 
wagon,red  oregon trail 
wagon,red  little kids  hills  picnics  playing  wheels  parades  forth of july 
wagon,red  four wheels  wooden  handle 
wagon,red  four wheels  transports objects 
wagon,red  children play in them  prairie  amish  old days  covered  horses  large or small wheels. 
wagon,red  children are pulled in one  horse and buggy 
wagon,"oregon trail, cowboys, desert, wheels, hot weather, "
wagon,old transportation 
wagon,old age 
wagon,old  wooden  carries people  transportation 
wagon,old  transportation 
wagon,object on wheels that is used to transport something 
wagon,method of transportation 
wagon,made of wood  used to haul things 
wagon,little red  big wooden 
wagon,little kids play with  pulled by parents  
wagon,kids  to haul stuff  pull  ride in 
wagon,is able to be pullled 
wagon,horses. mules. years ago. pioneers. 
wagon,horse-drawn 
wagon,"horse drawn, old days, means of travel "
wagon,hitch  behind horse  old technology  used to haul payload 
wagon,has wheels  transportation 
wagon,"has 4 pulled by children, is called radio flyer, used by the wheels, amish, is slow, is unmechanized, is cumbersome, has a fabric is cover made of wood, pulled by horses, "
wagon,"covered, pioneers, westerns, spoke wheels, wood. "
wagon,child  red 
wagon,carry  horse  
wagon,carries things 
wagon,carries items  four wheels  red rectangular base  black handle 
wagon,carrier of items 
wagon,car 
wagon,an old form of transportation used to go out west pulled by oxen first baby toy little red wagon 
wagon,an object which is covered usually drawn by horses 
wagon,4-wheels  hay ride  tractor 
wander,"without direction, roam, go astray "
wander,"walking around, going nowhere specific "
wander,"walk, purposeless, no set destination "
wander,"walk, adventure "
wander,"walk around to surroundings with no destination, getting lost, not paying attention "
wander,walk around not knowing where your going 
wander,"travel, moving aimlessly about with no destination, "
wander,"to walk off, have no destination, curious, searching, lost, "
wander,to walk around with no purpose 
wander,"to roam walking but can be applied to a driver aimlessly, to browse, usually used while someone is "
wander,to look around 
wander,"to be a thinker, moving around aimlessly, to stray away, not being bored, focused on the objective, straying away from the goal/objective to think of other possiblities, to be "
wander,think 
wander,the tendency physical act of walking aimlessly without purpose or destination to not be focused in thought or the 
wander,stare walk away lost curious 
wander,"someone who apparent reason is confused, to just walk around for no "
wander,"sheep, prone, lamb "
wander,"roam around, maybe lost, aimless, homeless, alone, without direction, "
wander,"roam aimlessly, around, boredom, snooping, being nosy get lost, travel off on your own, walking "
wander,randomly walking 
wander,"random, walking "
wander,"purposeless, alone, empty, no place to go "
wander,"no direction, absence of thought "
wander,"no clear direction, away from the rest, get lost "
wander,"moving aimlessly, done by animals and people "
wander,"move, see, interest, bored, restless, new, sightsee, elderly people. "
wander,"move, leave, curious, "
wander,lurk 
wander,"lost,alone "
wander,"lost, wasting time, leisure, drunk, relaxing "
wander,"lost, think,mouse, trees, woods. "
wander,"lost, search, walk, stray "
wander,"lost, roaming, life finding oneself, finding something, enjoying the scenery and "
wander,"lost, people walking aimlessly, wonder, poem,sounds funny "
wander,"lost, looking, searching, can\'t find "
wander,"lost, having no where to go "
wander,"lost, distraction "
wander,lost 
wander,lonely 
wander,"going everywhere, not stay still "
wander,"get lost, no sense of direction "
wander,"dumb, blank, stars, stare, clouds, dream "
wander,"disappear, lost "
wander,"day dream, fantasize, and dream of unimaginable things "
wander,"bread, thinking "
wander,away lost run skip 
wander,"around, search, inquisitive, investigate "
wander,"aimlessly, walking around, no purpose, wasting time "
wander,"aimless, no focus, walk around, without purpose "
wander,"aimless, circles "
wash,"your hands, dirty, soap, water, a car, a bike, the dishes, oneself, something "
wash,"water, soap, car, dishes, tub, shower, cloth, towel, washroom,. "
wash,"water, soap, bacteria to clean something, remove dirt or stains, kill "
wash,"water, clean, hot, soap "
wash,"wash something dirty, soap, water, laundry "
wash,"to wet, to clean, scrub, water, soap "
wash,"to rinse, clothes, to make clean to scrub with soap, usually involves dishes and "
wash,"to clean, laundry, clean clothes, uses water "
wash,"to clean, dirt off, rinse usually with soap and water, to get the "
wash,"to clean, being tidy use of water, use of soap, losing dirt, "
wash,"to clean, "
wash,"to clean yourself, soap "
wash,"to clean purify and clean. up, to remove of all dusty particles, to "
wash,"to clean clothes that are about to or in the process of oneself being cleaned or something else, a word referring to "
wash,to clean 
wash,"soap, water, towels "
wash,"laundry, floors, washing machine, a chore, clean, wash hands, kill germs and hair, bacteria body, shampoo, conditioner, soap, water, shower, bath, "
wash,"flow, gush, roll, rush, surge "
wash,"dishes, clothes, body, "
wash,"dirty, cleaning, detergent "
wash,"clothes, feet, detergent "
wash,"clothes, body, car, clean, water, soap, sanitize, necessary "
wash,clothes bath 
wash,"cleanse, sponge, washcloth, water, soap "
wash,"clean, water, soap "
wash,"clean, things or people "
wash,"clean, soap, water "
wash,"clean, soap, bath, shower, shoes, warm, feels good. car, body wash, shampoo, conditioner, smells good, bathe, "
wash,"clean, soap and water, "
wash,"clean, scrubbing "
wash,"clean, rub, washcloth, soap, dirt, water, "
wash,"clean, rinse, soap, water, sponge, wash cloth, "
wash,"clean, rid of dirt, use water and soap "
wash,"clean, refreshen, body, pet, objects make better, smell good, fold, dry, clothes, furniture, "
wash,"clean, organized, neat, fold, laundry, detergent, mat, bleach "
wash,"clean, clothes, body, shampoo, soap "
wash,"clean, clothes, body, "
wash,"clean, clothes, bath, spotless "
wash,"clean, cars, clothes, detergents, soaps, shower, hair, water, cloth "
wash,"clean, bath, shower, soap, clorox, washcloth, towel "
wash,clean rinse 
wash,clean dishes clothes detergent 
wash,"car, body, clothes, clean, soap "
wash,body dishes tub shower 
wash,body clothes dishes water hands face 
wash,bathe 
wash,"a car wash, to make something clean, soap suds "
watch,wrist watch. to watch. viewing. keeping track of. supervising. 
watch,wrist clock time accessory bling metal broken smooth slick glass convient 
watch,worn on wrist tell time circular numbers being aware of something keeping an eye out 
watch,worn on the wrist tells time watch also means to visually look at something 
watch,when you look for something usually keep watch at night used in the military can be worn around your wrist tells time made up of different materials can cost a lot of money 
watch,wear on wrist to see someone 
watch,watch: used to tell time dependable accurate usually worn on a wrist. 
watch,watch: time worn on wrist some show weather has number or roman numerals circular shaped 
watch,watch: time 
watch,watch: is a time device you can wear it on your wrist or have it on a chain to keep a look out. 
watch,watch: an action a device that tells time typically worn on the wrist. can be digital can be analog can look different in many ways. 
watch,watch out for something to happen you also wear watches 
watch,watch 
watch,view look see eyes 
watch,used to keep time can be worn on wrist can be kept in a pocket can be worn on waist can be used to keep time of how long something happens can be used to descirbe a shift 
watch,tv movies sports games concerts people 
watch,tv a basketball or football game the lecture 
watch,to veiw 
watch,to spectate or a device to record time. 
watch,to see something to tell time from observe 
watch,to see clock observe to keep a lookout cautious keep guard to learn movies tv sports theatre discover 
watch,to look to tell time an accessorie 
watch,to look out for something worn as an accessory a timepiece 
watch,to look out at someone to look at the time 
watch,to look or observe attentively or carefully tend 
watch,to look at something in focus with consciousness. also could be a time telling device 
watch,to look at someone or a way to tell time to watch someone means to keep an eye on them can be many colors is a piece of jewelry normally worn on wrist 
watch,to gander see and observe a daily thing for a normal human to do. can be used for good or bad. 
watch,timing device wrist old fashioned has hands makes a ticking noise has numbers round 
watch,time tv wrist 
watch,time piece wrist watch pocket watch small huge digital analoge 
watch,time piece makes one not late keeps me in line. 
watch,time numbers 1-12 to hands goes on wrist 
watch,time measurement to view passing 
watch,time gold silver 
watch,the action of looking at something with intent of noticing details. a device usually worn on the wrist used for keeping time. 
watch,the act of looking at people for long periods of time something you wear on your wrist to identify the time made of metal has two hands 
watch,tells you the time wear it on your wrist nixon watch swatch colorful gummy 
watch,tells time worn on wrist stop watch hands made of metal made of plastic face circular 
watch,tells time works with coggs can keep track of the date 
watch,tells time watch people gazing 
watch,tells time on wrist second and minute hands to see something 
watch,tells time is a verb for observing 
watch,tells time can hang on a wall has 12 numbers on it can be on a wristband some make noises 
watch,tell time look wrist watch. 
watch,television commercials tv shows episodes movies blu ray dvds  series seasons sequels trilogys good/bad viewings 
watch,television show soccer games concert reality show using eyes to view something vision soap operas novelas object on wrist that tells time tick-tocking numbers shiny silver 
watch,stalking seeing can be a person guarding something jewelry waterproof (if you are lucky) shows status can tell time plastic to metal it has all kinds of styles 
watch,something you wear on your wrist tells time 
watch,something that tells the time 
watch,sight keeping an eye on someone or something supervision a unit to keep time on your wrist minutes hours numbers 
watch,seeing someone eyes could be good could be bad something that shows time worn on wrist can be colorful minutes hours 
watch,see view pay attention an instrument to measure time goes on your wrist goes in your pocket has a wristband has two hands has numbers has a clasp has a chain smaller than clocks 
watch,round tells the time expensive worn on the wrist digital or analog metal or leather. 
watch,round keeps the time class covering minute hand second hand back face numbers in it 
watch,observing something with your eyes watching tv an object that most people wear to indicate time 
watch,metal leather time 2 hands water proof 
watch,manufactured uses gears machine best made by swiss rolex 
watch,looking at something observing and taking in a time keeper worn on the wrist 
watch,look time 
watch,look for something rolex time keeper stare 
watch,look at peer something that one wears on his or her wrist which tells time on the lookout 
watch,keeps track of time can be digital or the standard circle clock sometimes makes a ticking noise as the second hand moves is worn on the wrist and runs on a battery 
watch,keeps time worn on the wrist ticks circular golden sometimes expensive 
watch,keeps time can be a symbol of financial status shiny worn on the wrist break easily makes a quiet ticking noise can be waterproof is taken off during a shower and while sleeping 
watch,is worn on your wrist kept in your pocket look at something for a long time like people or tv 
watch,is worn on the wrist tells the time is helpful is outdated is worn by businessmen 
watch,is what you wear on your wrist can either be cheap or expensive 
watch,is used to tell time has hands has a face has gears inside is powered by batteries is worn is used by humans has numbers 
watch,is used to tell time has a band to keep it held onto wrist and glass to cover the internal parts of the hands and numbers of the clock used by humans to tell time when they do not have a clock close by 
watch,is something you wear on your wrist to tell what time it is hour and minute hand clock can be velcro can be expensive roman numerals or regular numbers 
watch,is something you do is an object to tell time 
watch,is something used to tell time can be a verb for looking for something 
watch,is jewelry is used to tell time is round is on a wrist is in a pocket is an antique is wound daily is digital 
watch,is an object used to tell time worn on wrist 
watch,is an object thta you tell time on usually worn on a person's wrist usually circular or square with a banc attached to the main ciruclar or aquare piece 
watch,is a way to tell time usually worn on the wrist made of metal or plastic may have a leather metal or nylon band lights up has numbers and hands uses a battery to run. 
watch,fossil rolex expensive tells time keeps people on schedule worn on the wrist or in a pocket gold or silver can be leather 
watch,eyes tv wrist time numbers 
watch,dog tv is a verb 
watch,clock watch sporting events or tv 
watch,can tell time can be fancy can be jewlery 
watch,can be a verb to watch something can be a time counter as in a clock. can be a wrist watch to look at something 
watch,an object used to tell time the act of observing one's environment worn on the wrist 
watch,an item in which that tells time 
watch,a wrist band with a clock gives the time has a face has numbers observation to look at something sometimes called spectating done when seeing a movie 
watch,a way to measure time wear on your wrist round with strap 
watch,a way of looking or the actual object. the act of watching deals with observing people objects surroundings ect. the object has a clock face with numbers to help tell the time a second hand that ticks by with every second and two face hands. the face hands move as time passes and points to a different number to tell time. this type of watch is run by gears. a digital watch and tell the time by just showing a grouping of numbers. 
watch,a verb action in which you are observing 
watch,a tool which tells time very precise old new shinny can be held in the pocket can be worn on a chain can be worn on the wrist an action which one uses their eyes a verb a noun 
watch,a term used to describe someone watching television other people etc. an item used to tell time usually gold silver or black 
write,wrote 
write,writing letters down  story telling  papers 
write,writing  telling stories 
write,words  communication 
write,words  class  paper  pencil  pen  information  used to remember 
write,with a pen  on paper  for a newspaper  a book  an essay 
write,"what one does with their pencil  one will normally ""write"" to tell a story or send a letter to someone "
write,use pen/pencil and paper  put ideas down 
write,to use a pencil on paper 
write,to spell words  do it on a paper  
write,to express feelings 
write,to create  write image  pens  pencils  oil  paper  tree  creativity its free  read 
write,stories  papers  journals  diaries 
write,stories 
write,scribble  jot down 
write,scribble  creativity  express  pen  pencil  paper  skill  school  learn 
write,school work  poems 
write,recording of words 
write,record  uses writing utensil 
write,record  transcribe 
write,read 
write,putting pencil to paper to make a letter 
write,putting our thoughts and feelings in to words on paper 
write,publish 
write,poetry  jk rowling  books  magazines  articles  websites 
write,penciling down words 
write,pencil 
write,pen and paper 
write,pen  paper  desk  pencil  school  notebook  classes 
write,pen  paper  creativity 
write,pen 
write,paper pen 
write,paper  story  poem  song  pencil  paper  computer 
write,paper  pens  novels  books  author  harry potter 
write,paper  pen  story 
write,paper  pen  scribe 
write,paper  news  journal 
write,paper  material  person  information  trust 
write,paper 
write,occurs from pens  can be found on paper 
write,novel  english class  action  journal 
write,notes  pen  pencil 
write,marking information  to compose something  done with a pen or pencil 
write,mark  language  recording 
write,love to write  freedom of the pen  passionate  loving  excitment  longing for  poetry 
write,literature  pencil  poem 
write,letter 
write,learn  practice  stories  books  novels  ideas expressed  
write,is to create words into a document  is done various ways 
write,is a verb 
write,how authors pen papers. 
write,has words  language  generally comprised of coherent sentences that form paragraphs 
write,has structure 
write,form of communication 
write,expressing one's self in words  being open  being yourself. 
write,express  words 
write,express 
write,essays  topics  hard  long  letters  books 
write,essay  paper  poem 
write,draw 
write,decisive  permanent 
write,creativity  ideas 
write,created with pen or pencil  on paper  can make a letter  can be part of artwork or advertising  made up of alphabetical letters. 
write,communicate  school  classes 
write,boring  old 
write,book  homework  diary 
write,a letter  communication 
zebra,white with black stripes  has 4 legs  has 2 ears  is an animal  has a mane  has a tail  has hooves  is an herbivore  lives in groups 
zebra,"utensil, used for eating foods, metal, hard. "
zebra,"used to and spoon. made of metal. made of plastic. pick up food, pronged, pointy, used with knife "
zebra,"use for eating,tool,silver,metal,comes in different sizes, bendable, hard. "
zebra,strirped  looks like a horse  four legs  black and white 
zebra,"strips, animal, horse like "
zebra,stripped 
zebra,"stripes, white and black "
zebra,"stripes, horse, black, white, trot, gallop "
zebra,"stripes, hooves, four legs, wild "
zebra,"stripes, four-legged, runs fast horse, animal, zoo, grassland, africa, white and black, "
zebra,"stripes, animal, ace ventura fruit stripe gum, africa, rugs, horses, hunting, zoo, "
zebra,stripes mammal large two eyes lives in the wild 
zebra,stripes black white animal wild zoo 
zebra,stripes animal four legs africa 
zebra,stripes  zoo  animal  creature 
zebra,stripes  four legs  africa  animal  mamal  prey 
zebra,stripes  color  lines 
zebra,stripes  black and white  mammal  related to horses  not domestic  
zebra,stripes  black and white  horselike  likes open area  has a tail  4 legs  hooves  eats grass  likes water 
zebra,stripes  black and white  hooves  black mane 
zebra,stripes  animal  horse  big  eat grass  mammal  run 
zebra,stripes  africa  animal  lives in a zoo  four legs  white & black 
zebra,stripes 
zebra,striped  is an animal  has hooves  from africa  kinda like a horse  kinda small  eats grass  canters  runs  can be ridden 
zebra,striped  black and white  fast  dangerous  at the zoo  dirty  eats a lot  has hooves  looks like a horse  quiet 
zebra,striped  animal  not common  
zebra,striped  an animal  zoo  black and white 
zebra,"spoon, knife, plate, napkin, utensil, river, road, silverware "
zebra,"silver, sharp, thin "
zebra,"safari, stripes, black, white, 4-legs, prey,eat grass, horse family "
zebra,"predominantly metal, be plastic, kitchen utensil, part of a triage, different sizes, can "
zebra,"pointy, used for eating, utensil, can be plastic or metal "
zebra,physical 
zebra,"metal, utensil, prongs used for eating, silver in color, has sharp "
zebra,mammal  lives in africa  black and white  has stripes  has hooves  eats grass  runs on 4 legs  lives in the savannah  is an animal  has live young 
zebra,lives in africa 
zebra,lion 
zebra,like a horse  has stripes  is exotic 
zebra,legs  hooves  head  torso  stripes 
zebra,"its an similar to horses animal, it has black and white stripes,they are "
zebra,"its an grass animal, its black and white, its fast, eats "
zebra,it is an animal. it has black and white stripes. 
zebra,is white and black striped 
zebra,is striped  is an animal  is a mamal  is black and white  
zebra,is one kind of horse 
zebra,"is black the wild and white stripes, has a mane, lives in "
zebra,"is an white, it looks similar to a horse, it lives in animal, africa it has stripes, it is black and "
zebra,"is an has stripes, is fast, is easily spotted, is pretty animal, lives in africa, is white, is black, "
zebra,is an animal  lives in the wild  eats other living organisms to survive  breathes oxygen  runs on energy from food and from the sun 
zebra,is an animal  has black and white strips  is a logo  lives in africa  
zebra,is an animal  black and white  wild 
zebra,is an animal 
zebra,"is an and africa, black and white, rsemble a donkey or pony, animal, have a tail has stripes, four legged, found in zoos "
zebra,"is an 4 legs, animal, has short hair, is white and black, "
zebra,is a horse  it is striped  it has four legs  it can walk  it lives in the wild  it has a mane  it can neigh  it can run  it is a mammal  it has hair  it can see  it has a tongue  it has predators  
zebra,"horse, saddle, africa, black and white, clothing, "
zebra,has stripes  lives in africa  is black and white  has hoofs  eaten by lions 
zebra,has stripes  is black and white in color  resembles the body style of a donkey  is the logo for zebra stripes bubble gum  is a funny character in themovie madagascar  has a mohawk 
zebra,has stripes  is black and white  is a type of horse  is an animal  is a mammal  lives in africa  may be found in a zoo 
zebra,has stripes  is a mammal  is large  eats grass  lives in africa  is at the zoo  roams around  travels in packs 
zebra,has stripes  black and white  in the wild  4 legs  has a tail  built like a horse  gallops  prey  eats grass 
zebra,has stripes  black and white  animal  runs  zoo  has babies  africa  wild life 
zebra,has stripes 
zebra,has black stripes 
zebra,has black or white stripes  is similar to a horse  does not sound like a horse  is a herbivore  is an inhabitant of africa  can be found in a zoo 
zebra,"exotic, animal, lives in africa "
zebra,"eat with, up food, has for points is a utensil, used for certain food, picks "
zebra,eat food metallic plastic 
zebra,blank or white stripes 
zebra,"black, white, stripes, africa, wild, zoo, "
zebra,"black, white, stripe, four legs, africa, lion, "
zebra,"black, white, gallops across plains, herbivore, and mammal equestrian, lives in africa, lives in a herd, "
zebra,black white horse africa 
zebra,black stripes four legs 
zebra,"black and zoo animal white color, hairy, animal, walks, runs like horse, "
zebra,"black and white, stripes, type of horse "
zebra,black and white stripes. four legs. wild animal. grazes. hunted by predators. has tail. has two ears. 
zebra,"black and white stripes, animal, africa, mammal, zebra cakes, madagascar "
zebra,"black and white stripes, "
zebra,black and white stripes 
zebra,black and white  stripes  animal  has hooves  large  grazes  
zebra,black and white  stipped  four legs  fur  
zebra,black and white 
zebra,black and long neck and is very tall white animal. often found at the zoo.has a 
zebra,black  white  zoo  wild  eat grass 
zebra,black  white  large  herds  grunts 
zebra,black  white  four legged  animal  medium sized  hoofed  plant eater  gentle  zoo  desert  
zebra,"animal,horse, mammal, "
zebra,"animal,has strips,see them in the zoo, eat grass, smells, "
zebra,"animal, white zoos with black stripes, found in africa, usually at "
zebra,"animal, striped, the time on animal planet by jaguars. looks related to the horse, gets eaten all "
zebra,"animal, mammel, stripes, horse, four legs, herbivore, black, white, peaceful "
zebra,"animal, mammal, live in africa, horse-like, funky mane, weird tail, move in stripes, packs. live in zoos, live in the wild, "
zebra,"animal, has usually lives in the wilderness stripes, black and white, looks like a horse, "
zebra,"animal, black pet, like a horse and white stripes, lives at zoo, not a "
zebra,"animal, big, black, white, different color. "
zebra,animal  striped  has fur  lives in the wild  kept in zoos  horse life  four legs  mammal  is an omnivore  has a tail  cute 
zebra,animal  runs  has stripes  lives in africa 
zebra,animal  four legs  stripes  black  white  has ears  lives in the wild  
zebra,animal  black  white  stripes  lives in hot climates  used in alot of disney movies  runs  walks  
zebra,"an animal, stripes, black and white, "
zebra,an animal  resembles a small horse  striped 
