word,answer
fox,sly  sneaky  animal 
fox,sly  red  furry  eats meat  hard to see  likes the outdoors  long nose  fast  more scared of me than i am of it  skinny 
fox,sly  cunning  orange  robin hood 
fox,sly 
fox,red/orange  animal 
fox,red sometimes white  cute  fast  hunters  clever 
fox,red animal  eats rodents  friends with the hound  hunted by hunters  white ears  long nose 
fox,red  small  cunning  woods 
fox,red  mean  medium size 
fox,red  grey. furry 
fox,red  gray  white  sneaky  small 
fox,red  gray  teeth  scavenge  roadkill  elusive 
fox,red  chasing 
fox,red  animal 
fox,red 
fox,quick  sly 
fox,orange  forest  and the hound 
fox,news  sly 
fox,lives outside  small  red  white  animal 
fox,lives in forests  mammal  has a tail 
fox,is red  is small  eats small animals  has paws  has pointy ears 
fox,is red  is a predator 
fox,is an animal  is in the canine family  is red and white  is small 
fox,is an animal  hunts  is beautiful  is scary  predator  lives in woods 
fox,is a small animal  is red  are furry 
fox,hound  pest  fast  sneaky  someone who is shifty 
fox,hound  fluffy tail  animal  red fur 
fox,hound 
fox,hound 
fox,hound 
fox,has a tail  has fur  has sharp teeth  often red  likes to play  carnivor 
fox,good looking  mammal  scavenger  comes out at night  
fox,fox and the hound  hunting  quick 
fox,dog  red  has fur  swift  sly  wild 
fox,cute  furry  hairy 
fox,can be red. found in the woods. an animal. a mammal. a vertebrate. has four legs. has a tounge. has a tail. has fur. 
fox,bushy tail. red. very sly. 
fox,are sly  are studied  makes noise  has a tail  has teeth  is orange  can be white  lives in woods  is a dog  different kinds of these 
fox,animals  hairy  sly  fast  is red  is orange  is brown  wild 
fox,animal  woods  furry  orange  fox and the hound  movie  long nose  fast  
fox,animal  small  red  bushy tail  woods  
fox,animal  predator  prey  furry  small  agile 
fox,animal  orange  fox and the hound  
fox,animal  network on tv 
fox,animal  mammal  carnivore  dog-like  reddish 
fox,animal  heart  instincts  fear  love  protection 
fox,animal  has a tail  walks on four 
fox,animal  furry  hunted  hunter 
fox,animal  eats chickens  small  long tail 
fox,animal 
fox,animal 
fox,animal 
fox,aniaml  fast  orange  hunting  
fox,and the hound  disney  
fox,an animal that is a deep orange food in the woods/forest 
fox,an animal  red  character in fairy tales  thought to be mean 
fox,an animal  a mammal  lives in the woods 
fox,a small mammal  atv clothing company 
fox,a small canine that is usally wild. coats vary usually dpeicted as red. 
fox,a mammal. 
fox,a canine animal  small  red  gray  long tail  perky ears 
garlic,white  strong odor  used in cooking 
garlic,white 
garlic,white 
garlic,vegetable  bulbous  slimy  strong odor  cooking ingredient  overpowering 
garlic,vampire killing  spices  is eatable  has a strong scent  grows in the ground 
garlic,used on food  used as a sauce  
garlic,used in foods 
garlic,used in cooking. 
garlic,used in cooking  gets rid of vampires  is a bulb  tastes strongly  gives you bad breath 
garlic,tasty  stew  powder  sauce  bread  toppings 
garlic,taste  smell  flavor  texture  food  herb 
garlic,tangy  used for cooking  smelly  and is known for making people cry  a vegetable 
garlic,tangy  flavorful  spice  plant  can turn in to powder  used in food  
garlic,strong smelling cloves white bad taste seasoning used for cooking 
garlic,strong smelling  tastes good 
garlic,strong smell  white  round  tiny  outer skin 
garlic,strong smell  white  consists of little parts  breaks down easily  bad breath  tasty in food 
garlic,strong smell  strong taste  white color 
garlic,stinky  smelly  delicious 
garlic,stinky  ingredient in food  onion like  yellowish 
garlic,spices  bread 
garlic,spice  used in food  
garlic,spice  used for cooking  strong smell  vampires enemy  italian food  gives bad breath  grows from the ground 
garlic,spice  food 
garlic,spice  food 
garlic,smelly  tasty  spice  fragrant 
garlic,smelly  italian  vampires  healthy  bread sticks  spaghetti  some chinese food 
garlic,smelly 
garlic,smells bad 
garlic,smells  strong taste  vegetable used for cooking  used for medicines 
garlic,smells  food  vegetable  keeps away vampires  herb  goes good on italian food 
garlic,smell  taste  odor  used in cooking  ingredient  cloves  italian 
garlic,smell 
garlic,small  white  and used for cooking 
garlic,seasoning  smells bad  tastes good  comes from a plant 
garlic,salty  a spice  italian  
garlic,round and yellow resembling small onions  potent and obvious smell 
garlic,odorous  vegetable  used in cooking 
garlic,looks like a small onion  smells strong  is a yellow/white color 
garlic,kills vampires  smelly  strong taste  used in italian food  used by chefs  is sticky when crushed 
garlic,it is a spice  it is used to cook 
garlic,it has a specific aroma  it can be used for cooking  it can be used to ward off vampires  it can be healthy for you 
garlic,is white and oval-shaped 
garlic,is small  is white  smells good  has a strong smell  is a vegetable  is used in many italian foods  is a flavoring 
garlic,is found in the natural world 
garlic,is edible. is odorous. is used for cooking. is a seasoning. is healthy 
garlic,is a vegetable  is crunchy  has a bad odor  can make you cry  is edible  is used in salads. 
garlic,is a spice  strong flavor  used for cooking  
garlic,is a plant  has white skin  has flaky skin  has many layers  is consisted of several smaller pieces  is edible  used for cooking  used in many foods  used to enhance flavor  is used to keep away vampires 
garlic,is a noun 
garlic,is a food  has no calories  is yummy  makes your breath smell bad 
garlic,has a outer skin 
garlic,harsh smell 
garlic,grows in the ground  breaks into cloves  tastes very spicy  used to cook with  is white  requires moisture to grow 
garlic,garlic is a spice  put it on food  increases flavor 
garlic,garlic can be used for medicine and food. it can often make one's breath smell after consuming it. garlic is used in the myth of vampires  garlic is said to repel them. it is used as a medicine to prevent heart disease. it has a distinct smell. 
garlic,found in kitchens 
garlic,food  white  crunchy  spice  used to cook  adds flavor 
garlic,food  strong smell  round  cloves  butter 
garlic,food  pizza  vampire  seasoning  cook 
garlic,food  medical  smell  aroma  poltucie 
garlic,flakey skin  white 
garlic,flakey skin 
garlic,cooking  seasoning  detering animals 
garlic,cooking 
garlic,clove  is a food  is a spice  used in cooking  crushed or whole  strong taste  strong smell  used in italian food  garlic bread  voids off vampires 
garlic,bulb  strong odor  strong taste  plant  ingredient 
garlic,bitter  vampires  seasoning  
garlic,an ingredient 
garlic,an herb used for cookin smells bad  in movies used to keep vampires away salt powder 
gloves,wrap  smooth  comforting  warm  winter  snowman  sledding 
gloves,"work, toilet, nasty, clean, prepare, food, "
gloves,"winter, cleaning, pair, finger-less, long, white, right, left "
gloves,"white, latex, warm, winter, scarf, lab, snow, "
gloves,wear when it's cold  baseball glove  gardening gloves 
gloves,wear in winter time  they are warm  come in solid colors  come in designs 
gloves,warmth  protection  plastic  is a barrier 
gloves,warmth  hands 
gloves,"warm, hands, fingers, baseball glove, fashion, scarf, "
gloves,warm  stylish  protection 
gloves,warm  protective 
gloves,warm  fingers  winter 
gloves,warm  cold weather 
gloves,used when it is cold outside. keeps hands warm. 
gloves,used to provide coverage  used to provide warmth 
gloves,used to protect hands  used to keep hands warm during winter 
gloves,used to protect hands  made of different plyible plastics 
gloves,used during winter  keeps hands warm  protects from hard surfaces  
gloves,"use to put on hands, protect hands "
gloves,tools 
gloves,they go on hands  they are worn for fashion or for protection  plastic  rubber  laytex  cotton  leather  lace 
gloves,"they are the hands from heat, germs, cold, unsavory surfaces, if it made does not fit of plastic, latex, linen, leather, they protect "
gloves,"snow, cold, doctor "
gloves,"sanitary, cleaning, warth, disguise, hands, fingers, oj simpson "
gloves,"safety, warmth, winter,clean "
gloves,"safety, precaution, warmth, winter, wool, leather crime scene, gardeners, washing dishes, cleaning, protection, mitten, "
gloves,"rubber, latex, five fingers, medical, cleaning, "
gloves,rubber  safety 
gloves,rubber  fit to the hand  rip easy 
gloves,rubber  cloth  wool  protects hands  keeps hands warm  ugly  pretty  different designs  different colors  mittens 
gloves,rubber 
gloves,put on hand to keep warm 
gloves,protects the hands  made of strong substance  used during winter or hard labor 
gloves,protective gear of the hands  baseball glove 
gloves,"protection, leather, cold, warm "
gloves,"protection, hospital, dentists, rubber "
gloves,"protection for hands, article of clothing for hands. "
gloves,protection for hands 
gloves,protection  fingers 
gloves,protection 
gloves,protection 
gloves,protection 
gloves,protection 
gloves,protect your hands from weather. you wear them when you are working with chemicals or the body. you can wear them when you are gardening  or working out. 
gloves,protect 
gloves,"plastic, latex, hospital, "
gloves,"plastic, cautions, clean up mess, work "
gloves,on hands  leather  pair 
gloves,on hands  keep warm  fingers  
gloves,"mittens, warmth, cold, wool, cotton "
gloves,"mittens, cold hands, oven, snow, sports, "
gloves,mittens 
gloves,"mit, protective "
gloves,made of many materials  used to protect hands  have 5 finger spaces on each hand  come in many sizes 
gloves,made for hands  worn when cold  used for protection  comes in different colors  5 fingers  tight fit  one size fits all  different for men and women 
gloves,"latex gloves, sanitary, clean "
gloves,"keeps hands clean,sanitary "
gloves,keep hands warm  protective covering 
gloves,is a object used for protection of your hands  can be made of leather  cotton  animal skins. 
gloves,have five fingers  have one size  are soft  are used to protect your hand 
gloves,"hands, coverage, garden, winter, snow "
gloves,hands warmth clean plactic rubber cotton leather 
gloves,hands  warm  colors 
gloves,hands  fingers  warm 
gloves,hands  fingers  protection 
gloves,hands  covering 
gloves,hands  blisters  rough 
gloves,hand protectors 
gloves,hand protection 
gloves,hand  fingers  warm  laytex 
gloves,go on your hands  often used to keep warm 
gloves,"gardener, grass, dirt "
gloves,garden hands skiing mittens warmth 
gloves,functional 
gloves,"for your or for cold weather hands, can be used as a society thing "
gloves,for warmth  grip  protection 
gloves,finger covering  used in the cold 
gloves,feels soft. used by humans to protect hands. used for working. used to be used for social functions. 
gloves,"dying hair, cleaning, rubber, latex "
gloves,"doing hair, cleaning, garding, "
gloves,doctors  nurses  hair stylists 
gloves,doctors 
gloves,covers hands  used in gardening  used in dishwashing  used in sports  5 fingers 
gloves,covers hands  keeps hands warm 
gloves,"coverings, leather, keep warm "
gloves,cover hands 
gloves,"cooking, construction, "
gloves,cold  winter  soft  fuzzy 
gloves,"clean, dirty "
gloves,"clean, cleaner, clorox, nasty, mushy, gross, sick "
gloves,clean  warm 
gloves,"baseball, football, softball, cold, winter, warm, clothes "
gloves,"baseball, football, doctor, nurse, construction "
gloves,baiting  winter  cold  
gloves,articles of clothing worn on the hands  to protect from dangers in environment including cold  harmful substances  or physical dangers 
gloves,are weared on hands  are warm  are woollen 
gun,"weapon, projectile, bullett, hunt "
gun,"weapon, police officer, army, soldiers, hunting, killing, damaging, attacking, self-defence "
gun,weapon uses ammo created by humans used by humans aimed fired uses igniting powder can be used to kill animals for food can be used for protection makes a loud sound when fired used in warfare 
gun,weapon used bullets shotgun rifle hand gun etc. used for hunting of animals and can kill people very powerful 
gun,weapon use for good or bad can kill people can protect people can kill animals needs bullets 
gun,weapon that discharges bullets intended to kill animals or or living creatures used by hunters or police 
gun,weapon dangerous shoots bullets 
gun,weapon dangerous hunting protection bullets 
gun,weapon 
gun,war. bullets. harmful. destructive. shoots 
gun,usually a weapon used for hunting or in war many types small handguns to large machine guns point of dissension in america gun owners want their right to keep and bear arms used for defense 
gun,used to shoot things 
gun,used to fire bullets used for hunting gang members 
gun,used for hunting barrel stock rifle pistol bullet weapon 
gun,tool practical inert without human control security safety protection metal fear inducing misunderstood 
gun,something that is shot in the constitution(the right to bear arms) protect oneself kill things used for hunting 
gun,somehting associated with death and dying. self defence or homicide sometime suicide. used to cause or release pain. 
gun,shotgun rifle pistol bullets shoot 
gun,shoots weapon brown bullets barrel trigger 
gun,shoots uses bullets can kill people can save lives are used by police requires skill 
gun,shoots bullets. is an item that gang members usually carry. something used for hunting. fun to shoot. 
gun,"shoots bullets, are able to kill, used in violent situations "
gun,shoots bullets kills animals and people keeps the piece 
gun,shoots bullets has a trigger a handle and a barrel. is used for killing. controversial 
gun,"shoot, fire, watergun, toy gun, powder, explodes, elk, buffalo, dinner, freezer, crime, animal, criminal, police, army, navy, military, fighting, bang, loud, scares my deer, dog rifle, shotgun, target, bullets, war, black, "
gun,shoot loud death injury protruding 
gun,shoot hunt weapon. 
gun,provides protection democrats are afraid of them from medieval times used by the army used for sport by regular citizens (shooting sports) used for self-defense semi-auto revolver fully-automatic used for hunting used by criminals made of metal or plastic polymers can open carry or concealed carry makes people safer 
gun,protection safety cool awesome metal bullet riflings wood stock gunpowder 
gun,"protect, destroy, stock, barrel kill, hurt, hunt, military, sniper, target practice, sight, "
gun,"powerful, lethal, uses bullets "
gun,powerful used in good and bad ways traditionally used for killing something or someone weapon 
gun,pistole war wild west cops 
gun,object weapon license to kill hunting bullets 
gun,"needs ammunition, used to kill people, shotguns, automatic guns, pistols "
gun,metal steel bullets shooting can cause severe wounds or even death a weapon 
gun,metal shoots bullets cold dangerous 
gun,metal object used to kill bullets are inserted has a trigger dangerous is a weapon laws pertaining to its use 
gun,many different kinds used to shoot bullets or bebes or paintballs very dangerous need a license to buy 
gun,made of metal and plastic contains bullets used for shooting safely locked in a safe used by cops used by hunters often black 
gun,kills shoots bullets used in war used to hunt 
gun,kills dangerous cold uses bullets threatening or intimidating to people 
gun,killing murder war police hillbillies pistol bullets ammunition loud powerful 
gun,it shoots it kills hunters use it is it dangerous 
gun,it fires it can be long or short can be used for hunting can be used for war protection 
gun,is used for hunting can be dangerous different types such as muzzle loader rifle shot gun create issues regarding laws are very complex 
gun,is shiny is loud is powerful is dangerous can kill good for hunting 
gun,is loud is black made of metal is destructive is a weapon can be used to hunt 
gun,is deadly shiny cold. 
gun,is dangerous is metal. 
gun,is constructed of metal and wood is lethal is used by law enforcement and military used illegally by criminals need a permit to own 
gun,is a weapon used for hunting protection usually made of metal requires ammunition such as bullets or shells 
gun,is a weapon is dangerous can kill needs a bullet needs explosive powder is loud is metal 
gun,is a metal instrument that shoots bullets is used to fight wars can kill people or animals 
gun,in some states one can have this without a license in some states you cannot conceal this can be used for protection made of metal uses bullets can be dangerous has been used for killing people has a trigger makes a loud banging sound can damage hearing 
gun,"hunting, safty, target range, shooting, dangerous, avoid "
gun,hunting weapon bullet manliness 
gun,hbullets. weapon. smoking. war. 
gun,harmful protective loud powder shells bullets animals food wood metal 
gun,hand-gun dangerous shot-gun hunting bullets holster bang shot 
gun,gun; is metal is a fire arm is used in self defense is used for hunting can kill someone. 
gun,gun 
gun,frightening can be used for good or bad things carried by cops used by hunters 
gun,for shooting. toy not a weapon. kill animals. shotgun pistol revolver rifle. could be a big gun like artillery or howitzer. 
gun,firepower m9 western 1800's main weapon cowboy 
gun,firearm pistol rifle shoots ammunition uses gun powder and metal fires a projectile used in warfare comes in many different forms sizes range from handheld to mounted on battleships 
gun,"different types, hunters, scope, pistle, rifle makes loud noises, has gun powder, navy, army, "
gun,"death, war, hunting, harmful to society, columbine "
gun,deadly useful scarey weapon 
gun,dangerous weapon killing tool shoots bullets gets people in trouble 
gun,dangerous hunting needed police big 
gun,dangerous has amo 
gun,danger 
gun,colt 45; ak-47; military; hunting; shooting for fun; dangerous; columbine; safety; offense; defense; often hefty solid; metal; can have a wood stock; important to clean them and keep them safe; common in mt 
gun,can kill provides lots of fun loading shells crosshairs 
gun,can be dangerous form of protection used during war fires bullets or shells many types very heavy made of metals need a licence to buy or own used for hunting 
gun,"bullets, scope, accuracte, shiny, powerful, deadly "
gun,bullets wood metal fire trigger 
gun,bullets hunting recreation 
gun,"bullet, safety, hunting, killing "
gun,amo 
gun,a weapon usually made of metal wood and plastic that uses gunpowder to fire metal projectiles; dangerous; used for protection and in war 
gun,a weapon used to hurt or kill used on both targets animals and humans. 
gun,a weapon used in hunting used in war shot uses bullets made of wood and metal rifle pistol put in a cabinet has a safety 
gun,a weapon used for self defense or when in battle. made of steel and uses bullets . launches bullets at high speeds causing injury or death in humans or animals if hit. 
gun,a weapon powerful can kill can protect many varieties shoots a projectile is loud can be used for good or evil creates disorder restores order changed the ways wars are fought a human creation 
gun,a weapon means of protection of self or property used to hunt defense a weapon in war shoots bullets 
gun,a weapon has a barrel trigger hammer bullets used in wars 
gun,a type of weapon is used in wars hunting and self defense cops carry them can have different types are dangerous 
gun,a shooting device propels certian objects into the air at a high speed 
gun,"a gun is a machine that shoots bullets using gunpowder. it is often deadly carried by policemen and can be used as a ""concealed carry."" people are generally afraid of guns obtained on the black market. "
gun,a firearm to rev a motor high 
gun,a firearm fires a metal projectile by utilizing a small controlled explosion has a barrel a trigger a firing mechanism and some sort of handle or grip. can be used as a weapon a hunting tool recreation or competition 
gun,a device used to launch small projectiles usually through means of chemical rections. a homemade tattoo machine can sometimes be called a gun. 
gun,".44, .33, magazine, bolt, sight, safty, barrel, bullet, ammunition, stock, smole, powder, .32, target .22, shoot, kill, fire, trigger, chamber, cartridge, "
hammer,workshop hardware building 
hammer,"work,construction,fixing "
hammer,"work, nail, beat, "
hammer,work nail house 
hammer,work building nails 
hammer,"wooden,tool "
hammer,"wooden handle, it into a surface), blunt on one side of head, metal sharp on other side of head, can also pull nails head, out of surfaces used to hit a nail (drive "
hammer,wooden handle with a metal head 
hammer,"wood, nails "
hammer,"wood, nail, house, beat,metal, heavy, pain "
hammer,"wood, metal, hits nails, used to build "
hammer,"wood, metal, "
hammer,"wam, bam, nail, metal, wood "
hammer,usually made to smash nails in objests. could be potentially dangerous. usually of sold at a hardware store. metal and has a wooden handle. used 
hammer,"used with nails, rubber or wooden handle, metal head, "
hammer,"used to pry something, always used in construction, durable, metal, rubbery handle pentrate, nail, tool, may also be used to "
hammer,"used to out of wood, usually made of metal with a wooden, push carbon fiber, or plastic handle, hitting your finger with one nails hurts into wood or to take nails "
hammer,used to nail things in the wall  war 
hammer,used to hit a nail; usually used by builders; can also be do used to remove nails; is made of metal; sometimes made work; of wood used to build houses; used to 
hammer,"used to has a handel, carpenters use them, they put nails into fix things. things, it has a metal head, it "
hammer,"used to drives nails, somewhat heavy build, sometimes wooden handle, used to hit things, "
hammer,used to drive nails  carpenter's have them 
hammer,"used to bang things, made of metal and wood "
hammer,used in making things  sometimes breaking things  carpenters  dads  paired with nails 
hammer,used in construction  metal or rubber  heavy 
hammer,used for used to bang things like nails;very heavy construction work; the tip is made of metal; 
hammer,"used for hitting, used with nails, hard, looks dangerous "
hammer,used for building  used on nails 
hammer,"used by fix or build things, can be small or large, heavy people, or light often made of metal, often used to "
hammer,"use with end, wooden handle, carry on tool belt nails, use for construction, has a heavy metal "
hammer,use to hit nails; has long handle; has metal end; 
hammer,"use nails, tool, hard, dangerous, construction worker "
hammer,"use it to take out nails, strong, hard metal, grip on handle, to construction workers use it, use it to hang decorations build, use it to fix, use it "
hammer,type of shark  pound  nails  wall  fix  repair  home  building  picture 
hammer,"tools, work, construction, building, nails, "
hammer,"tools, dad, nail "
hammer,"tools, building something, fixing something, heavy, steel "
hammer,"tools, building houses, nails "
hammer,tools wrench nails wood 
hammer,tools 
hammer,tool. used to fix things. associated with nails. masculine. 
hammer,"tool,nail,force "
hammer,"tool,metal,wood "
hammer,"tool, wood, iron, metal, beats, hammers, pounds, knocks "
hammer,"tool, used used to build houses, construction workers to nail nails, wooden, metal, carpenters use them, "
hammer,"tool, used to hold things up, nails, metal, wood "
hammer,"tool, used to hit nails, metal, hand tool "
hammer,"tool, used to drive nails, heavy "
hammer,"tool, used often metal, flat head w/ fork end and a handle in construction, hits nails to secure objects together, "
hammer,"tool, used nails, has wood and metal, has a hook on the for other side for pulling nails out construction, used for building houses, hard, hits "
hammer,"tool, used by people, fixes objects, metal, nails, building something "
hammer,"tool, use if i got hit by it. with your hand and arm, home depot, painful "
hammer,"tool, tool kit "
hammer,"tool, smashed things, hits nails, takes out nails "
hammer,"tool, shark, bang, loud "
hammer,"tool, primitive, metal top claw, nail remover, demolition, construction, nails, wood handle, "
hammer,"tool, nail, hard, wooden handle, steel top "
hammer,"tool, metal, wood, hits nails, constructs, destructs. "
hammer,"tool, metal, wood, aluminum, hitting "
hammer,"tool, made in, silver of rubber and metal, used to nail things "
hammer,"tool, loud, nails, hangings, pictures "
hammer,"tool, iron "
hammer,"tool, hitting, nail, loud, thumb, wood "
hammer,"tool, heavy, metal, wood, useful, brown "
hammer,"tool, heavy, made of steel "
hammer,"tool, hard, sturdy, work, "
hammer,"tool, hard, box, home depot heavy, wooden handle, used to build, nails, tool "
hammer,"tool, hard "
hammer,"tool, hand tool, something you swing "
hammer,"tool, drives nails, action "
hammer,"tool, construction, used to nail things "
hammer,"tool, construction, dangerous, heavy metal shaft and wooden shaft, hard work, nail, "
hammer,"tool, build, house create, nail, attach, strengthen, connect, construction, metal, wood, "
hammer,tool used to nail down a nail 
hammer,tool nails wall 
hammer,tool nail job 
hammer,tool  wooden handle  drives nails into wood  
hammer,tool  used to hit things 
hammer,tool  used for building  nails  pounding  architecture  construction  hanging items  
hammer,tool  used for beating nails  building 
hammer,tool  nails  carpenter  handy man  claw  autobody  toolbox  common 
hammer,tool  metallic  cold  hard  heavy 
hammer,tool  home improvement 
hammer,tool  building 
hammer,tool  build and break things down 
hammer,tool  blunt object  hits nails  prys nails loose  rubber grip  metal 
hammer,tool  band  whack 
hammer,tool 
hammer,tool 
hammer,tool 
hammer,tool 
hammer,tool 
hammer,tool 
hammer,to slam 
hammer,to pound with 
hammer,"to hit, to make, loud, hard, forceful "
hammer,"to get wood hit hard, to drive a nail in ply "
hammer,"time, wooden hand handle, it can hurt if u hit your "
hammer,the act of hitting 
hammer,"strong, pounds part, used a lot in construction nails, contains an iron part and a wood "
hammer,strong  powerful  drives nails 
hammer,strikes nails 
hammer,"strike, pound nails,break things "
hammer,"strike, nail, tool, shark, build, carpenter, weapon "
hammer,steel  hard  heavy  
hammer,"something you hold it, it is metal work with, heavy, can fix things, you can "
hammer,smash bang 
hammer,"size, material "
hammer,"pounds nails, tool, located in toolboxes, used to build, "
hammer,"pound, nail, tool "
hammer,physical 
hammer,"penetrating, drives nails, fixes things. connects things "
hammer,"painful,nails,wood,construction "
hammer,"nails,powerful,steel,can hurt body parts, requires coordination,hits hard "
hammer,"nails,hard,metal "
hammer,"nails, woodwork "
hammer,"nails, wood, work,make money "
hammer,"nails, wood, builing, noise, houses, picture hanging, construction workers. "
hammer,"nails, metal tip, wooden handle, hard, tool, mc hammer "
hammer,"nails, heavy, iron, building "
hammer,"nails, has a handle, heavy, helps hang things "
hammer,"nails, hard, hit, wood, "
hammer,"nails, hand, metal, hard surfaces, pictures "
hammer,"nails, drives, hurts, heavy, metal, long, short, fat, electric, tool "
hammer,"nails, dangerous, rusty, heavy, wood "
hammer,"nails, carpentry, boards, heavy, metal, grip, nail remover, men, building "
hammer,"nails, beating, handyman "
hammer,"nails, bag of hammers, hard "
hammer,nails and wood 
hammer,nails  picture frames  hanging stuff up  hurts  heavy 
hammer,nails  hard  noise 
hammer,nails  construction 
hammer,nails 
hammer,nails 
hammer,nails 
hammer,"nail, worker "
hammer,"nail, work "
hammer,"nail, wood, screw "
hammer,"nail, wood, labor, loud, fix, tool, workshop, heavy "
hammer,"nail, wood, carpenter, house, build "
hammer,"nail, wall, picture "
hammer,"nail, wall, house, bridge "
hammer,"nail, wall, fence "
hammer,"nail, tools, wood, hard, wall, outside "
hammer,"nail, tools, hardware, used to fix things, make things "
hammer,"nail, toolbox, saw "
hammer,"nail, tool, toolbox, shed, work bench, wood, construction worker "
hammer,"nail, tool, construction, wall, roof, painting, repair "
hammer,"nail, screwdriver, construction, banging, shark, building, break, toolbelt, loud "
hammer,"nail, pain, tool "
hammer,"nail, metal, pound, beat, build "
hammer,"nail, metal, head, hadnle, wooden, ball peen, claw, sledge, jack "
hammer,"nail, mallett, sheetrock, board, house, heavy, steel "
hammer,"nail, house, picture frame, sharks,board, mc "
hammer,"nail, hit, wood, metal "
hammer,"nail, hit, smash, wood, build "
hammer,"nail, hard, tool "
hammer,"nail, fence, wall "
hammer,"nail, contractor, injuries it is medal, can be heavy, can cause "
hammer,"nail, constructor, wood, brown, hard, heavy "
hammer,"nail, construction, hard, flat end, handle, "
hammer,"nail, construction, build, house, work "
hammer,"nail, construction "
hammer,"nail, building, connecting, wood, handle "
hammer,"nail, build, tool, workshop, metal, hard, handy "
hammer,"nail, build, strong, tool "
hammer,"nail, beat, smash, flatten "
hammer,nail work building 
hammer,nail wood metal 
hammer,nail wood board handle head hammerhead sickle 
hammer,nail wood 
hammer,nail pounding 
hammer,nail construction worker board hand 
hammer,nail board loud 
hammer,nail  wood  wall  porch 
hammer,nail  tools  construction 
hammer,nail  tool  hit 
hammer,nail  mad of steel  heavy 
hammer,nail  build  to defeat  mc hammer  pound  hit thumb  ouch  heavy  iron 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,nail 
hammer,"metal, wood, work, nail, hand "
hammer,"metal, nails, houses, wood, work, construction, "
hammer,"metal, hard, strength "
hammer,"metal, force, rubber "
hammer,"metal top, to pull out nails, workman\'s tool, used in construction wooden handle, used to beat in objects, used "
hammer,"metal top, loud wooden handle, hard, cold, solid, black, tan, and "
hammer,"metal object,hammerhead shark, "
hammer,metal head  has a handle 
hammer,metal  used to pound nails into some object 
hammer,medal 
hammer,mc  tool  jack 
hammer,makes a to build things. usually black or silver. loud sound. it hurts. it is hard. used 
hammer,"loud, used with nails, hangs things on the wall, heavy "
hammer,"loud, used heavy, dangerous to hammer nails, used to take out nails, "
hammer,"loud, somewhat heavy, tool "
hammer,"loud, pounding, nails, building "
hammer,"loud, nails, construction, builds houses, heavy. "
hammer,"loud, hitting, construction, "
hammer,"loud, banging, heavy, hard "
hammer,"loud, annoying, pressure, pressing, wood, metal "
hammer,loud tool round head long grip very hard 
hammer,"loud sounding, one end metal top, sharp, rubber handle, two prongs at "
hammer,"loud noise, nails, build a house "
hammer,"long, hard, with a nail metal, wood, used by carpenters and handymen, associated "
hammer,"long handles with a flat end for hitting nails and a curved, usually split end used for pulling nails out, heavy made of wood, head made of metal "
hammer,is used to pound things  metal  heavy  wood 
hammer,"is used it hits your thumb, can be used as a weapon to put nails in something, can hurt if "
hammer,is metal; side that pulls out nails; used by mechanics; used be hits carpenters nails in; can hold it; has a 
hammer,"is metal, and sizes, are mainly used for construction purposes used for nailing, can be many different colors "
hammer,"is made is mostly in every household, has two ends of it, of can also pull out nails wood and metal, used to hit nails, "
hammer,"is hard, is a tool, a nail "
hammer,"is hard, can be swung, you hit nails with it. "
hammer,is found in a toolshop  is made of wood and metal  is used to hammer nails  is used to pull out nails 
hammer,"is an used with nails, tools, helps to fix things, used by appliance, carpenters, builds stuff, wooden end, metal front, plastic kids toy, "
hammer,"is an be heavy, object, made of wood, made of metal, can "
hammer,"is a trees, useful in the forest tool, push the nail, also used to cut "
hammer,"is a tool, used to beat, has handle "
hammer,"is a tool, used for striking objects "
hammer,"is a tool, is a weapon, hard, punishing "
hammer,is a tool is a thing 
hammer,is a tool for pounding. 
hammer,is a tool  hits nails  two sides  pound  pries nails 
hammer,"is a to pry nails out of wood, heavy, has a wooden tool, handle used to whack nails into wood, or "
hammer,"is a to hammer nails tool, has a head and a body, used "
hammer,"is a to destroy, also can be used as a weapon as tool, denoted in many video games is used to build, can be used "
hammer,"is a take nails out, has a wooden or rubber handle, has tool, a metal head, can be a weapon, heavy used to put nails in, used to "
hammer,"is a steel, used to drive things tool, has a wooden handle, the hammer is "
hammer,is a put things together. it has a handle. it has a tool. silver piece at the end of the handle. it hits nails. it is used to 
hammer,"is a of metal, is used to press things down, can be tool, noisy when used often has a rubber handle, is made "
hammer,"is a in a tool shed or tool box, used by carpenters, tool, used by construction workers, can be used as a weapon used to nail things into walls, kept "
hammer,"is a found at home depot, used in construction, tool, used to hit nails, is a verb, "
hammer,"is a can pull nails, can knock down walls or cabinets tool, is heavy, used in construction, pounds nails, "
hammer,is a building tool  can be used to break things 
hammer,"is a a wooden handle, has a steel head, has a ball tool, and ping, used to drive a nail used in construction, used in hobbies, has "
hammer,in high the hammer. when ever we would tackle someone we would school always say you just got hammered. we used to have this motto called 
hammer,"hurts, hard, nail "
hammer,hitting banging 
hammer,hits things  metal head  wood handle  puts nails in place 
hammer,"hits nails, hard iron head, wood handle, pulls nails out, very "
hammer,"hits nails, be big or little, can pry nails out of wood, has is a tool, kept in a toolbox or tool shed a handle, has a metal head, can "
hammer,hits a nail 
